Dbase,Accession Number,Name,Taxon,Species,Sex,Maturity,Date Admitted,Date_Admit,AdmitYr,AdmitMo, Rescue Location,Suburb,Jurisdiction,Cause of Affliction, Categories,Anatomical,Aetiological,Updated Anatomical, Updated Aetiological,Status,Status Date,Status Date2,StatusYr,StatusMo,,,,
new data,80678,Joe,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-22,22/9/2018,2018,Sep,Access 36,SUNRISE BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Skin/feathers/scales,Skin/feathers/scales: Emaciation/exhaustion,,,DOA,2018-09-22,22/9/2018,2018,Sep,,,,
new data,80677,Kentucky,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-09-22,22/9/2018,2018,Sep,Access 36,SUNRISE BEACH,Sunshine Coast Regional Council,Other,Infection/Disease,Skin/feathers/scales,Skin/feathers/scales: Parasitic - external parasites,,,Wildlife Released,2018-10-04,4/10/2018,2018,Oct,,,,
new data,80666,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Female,Juvenile,2018-09-20,20/9/2018,2018,Sep,Noosa Main Beach,NOOSA,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,CNS/neurological,CNS/neurological: Neurological - other,,,Euthanised,2018-09-20,20/9/2018,2018,Sep,,,,
new data,80775,Beachy,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Juvenile,2018-09-19,19/9/2018,2018,Sep,Mudjimba Beach,MUDJIMBA BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal  Skin/feathers/scales,Musculoskeletal: Fracture - ribs  Skin/feathers/scales: Soft tissue injury,,,Unassisted Death,2018-09-19,19/9/2018,2018,Sep,,,,
new data,80774,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-19,19/9/2018,2018,Sep,Access 206,KAWANA,Sunshine Coast Regional Council,Other,Trauma,Musculoskeletal,Musculoskeletal: Fracture - skull,,,Euthanised,2018-09-19,19/9/2018,2018,Sep,,,,
new data,80754,Wild,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-18,18/9/2018,2018,Sep,Access 100,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Euthanised,2018-09-24,24/9/2018,2018,Sep,,,,
new data,80747,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-09-18,18/9/2018,2018,Sep,Castaways Beach Access 40,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2018-09-18,18/9/2018,2018,Sep,,,,
new data,80746,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-18,18/9/2018,2018,Sep,Castaways Beach Access 40,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - jaw  Musculoskeletal: Fracture - skull  Musculoskeletal: Soft tissue injury,,,Euthanised,2018-09-18,18/9/2018,2018,Sep,,,,
new data,80745,Ellie,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-18,18/9/2018,2018,Sep,Access 40-41,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2018-09-28,28/9/2018,2018,Sep,,,,
new data,80661,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Male,Adult,2018-09-18,18/9/2018,2018,Sep,Access 32,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine  Musculoskeletal: Soft tissue injury,,,Wildlife Released,2018-09-23,23/9/2018,2018,Sep,,,,
new data,80660,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-18,18/9/2018,2018,Sep,Castaways Beach Access 40,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,DOA,2018-09-18,18/9/2018,2018,Sep,,,,
new data,80659,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-09-18,18/9/2018,2018,Sep,Peregian Beach Access 53,PEREGIAN BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,GIT  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  GIT: Other,,,Euthanised,2018-09-18,18/9/2018,2018,Sep,,,,
new data,80579,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-12,12/9/2018,2018,Sep,Marcoola Beach,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Urinary tract/kidney  Haematopoietic,Urinary tract/kidney: Renal disease - other  Haematopoietic: Septicaemia,,,Euthanised,2018-09-13,13/9/2018,2018,Sep,,,,
new data,80437,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-12,12/9/2018,2018,Sep,Buderim,BUDERIM,Sunshine Coast Regional Council,Overt signs of disease,Trauma  Infection/Disease,Musculoskeletal  Haematopoietic,Haematopoietic: Anaemia - babesiosis  Musculoskeletal: Fracture - jaw  Musculoskeletal: Soft tissue injury,,,Euthanised,2018-09-12,12/9/2018,2018,Sep,,,,
new data,80414,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-09-07,7/9/2018,2018,Sep,Access 41,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Ocular,Ocular: Abcess,,,Euthanised,2018-09-07,7/9/2018,2018,Sep,,,,
new data,80246,Bill,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-03,3/9/2018,2018,Sep,Kawana Beach - access 231,KAWANA BEACH,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,Musculoskeletal  Skin/feathers/scales,Skin/feathers/scales: Septicaemia  Musculoskeletal: Soft tissue injury,,,Euthanised,2018-09-05,5/9/2018,2018,Sep,,,,
new data,80349,Elliot,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-09-01,1/9/2018,2018,Sep,39-40 Access Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2018-09-01,1/9/2018,2018,Sep,,,,
new data,80239,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-09-01,1/9/2018,2018,Sep,Access 44,MARCUS BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2018-09-01,1/9/2018,2018,Sep,,,,
new data,80295,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-08-28,28/8/2018,2018,Aug,Beach access 216  Pacific Boulevard,BUDDINA,Sunshine Coast Regional Council,Health Check,NAD,NAD,NAD: NAD,,,Wildlife Released,2018-08-29,29/8/2018,2018,Aug,,,,
new data,80192,Hugh,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-08-24,24/8/2018,2018,Aug,Beach at Alexandra Headland,ALEXANDRA HEADLAND,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Skin/feathers/scales,Skin/feathers/scales: Parasitic - Other,,,DOA,2018-08-24,24/8/2018,2018,Aug,,,,
new data,80147,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-08-21,21/8/2018,2018,Aug,Access 202 Buddina Beach,BUDDINA,Sunshine Coast Regional Council,Natural predation,Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine  Musculoskeletal: Soft tissue injury,,,Euthanised,2018-08-21,21/8/2018,2018,Aug,,,,
new data,80093,Vita,Reptile - Snake - Marine,Olive-Headed Sea Snake,Female,Adult,2018-08-18,18/8/2018,2018,Aug,Beach access 36 Sunrise Beach,SUNRISE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Wildlife Released,2018-08-21,21/8/2018,2018,Aug,,,,
new data,79572,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2018-07-20,20/7/2018,2018,Jul,50m south of Surf Club,MOOLOOLABA,Sunshine Coast Regional Council,Beach stranding (not floater)   Machine injury,Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,DOA,2018-07-20,20/7/2018,2018,Jul,,,,
new data,79299,Sydney,Reptile - Snake - Marine,Olive-Headed Sea Snake,Male,Adult,2018-06-28,28/6/2018,2018,Jun,exit 49 Markus Beach,NOOSA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - other,,,Euthanised,2018-06-29,29/6/2018,2018,Jun,,,,
new data,79110,Annabel,Reptile - Snake - Marine,Small-Headed Sea Snake,Male,Adult,2018-06-12,12/6/2018,2018,Jun,on beach at Torquay opposite Ann Street,TORQUAY,Fraser Coast Regional Council,Beach stranding (not floater),Trauma,Ocular,Ocular: Eye injury,,,Wildlife Released,2018-06-22,22/6/2018,2018,Jun,,,,
new data,79053,Autumn,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Adult,2018-06-09,9/6/2018,2018,Jun,Access 38 - Sunrise Dog Beach,SUNRISE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Bacterial - other  GIT: Dental/periodontal disease/injury,,,Euthanised,2018-06-26,26/6/2018,2018,Jun,,,,
new data,78637,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-05-09,9/5/2018,2018,May,Sunshine Coast,SUNSHINE COAST,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2018-05-10,10/5/2018,2018,May,,,,
new data,78369,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-04-28,28/4/2018,2018,Apr,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Multi-organ/system failure,,,Euthanised,2018-04-28,28/4/2018,2018,Apr,,,,
new data,78144,Topaz,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2018-04-10,10/4/2018,2018,Apr,Burrum heads area,HERVEY BAY,Fraser Coast Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales  Ocular,Ocular: Eye injury  Skin/feathers/scales: Soft tissue injury,,,Wildlife Released,2018-04-19,19/4/2018,2018,Apr,,,,
new data,78116,Charles,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-04-08,8/4/2018,2018,Apr,70 Bayside Drive,BEACHMERE,Moreton Bay Regional Council,Natural predation,Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Unassisted Death,2018-04-10,10/4/2018,2018,Apr,,,,
new data,77532,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Male,Adult,2018-03-09,9/3/2018,2018,Mar,Beach Access 26  Seaview Terrace,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Fracture - spine,,,Euthanised,2018-03-09,9/3/2018,2018,Mar,,,,
new data,77115,,Reptile - Snake - Marine,Stokes Sea Snake,Unknown,Adult,2018-02-11,11/2/2018,2018,Feb,Currimundi Beach,CURRIMUNDI,Sunshine Coast Regional Council,Beach stranding (not floater)   Overt signs of disease,Infection/Disease,GIT  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  GIT: Parasitic - internal/intestinal,,,Euthanised,2018-02-11,11/2/2018,2018,Feb,,,,
new data,76386,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2018-01-09,9/1/2018,2018,Jan,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Trauma - multi-organ,Trauma - multi-organ: Multi-organ/system failure,,,DOA,2018-01-09,9/1/2018,2018,Jan,,,,
new data,74961,Cousteau,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2017-11-11,11/11/2017,2017,Nov,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Floater,,,Wildlife Released,2017-11-16,16/11/2017,2017,Nov,,,,
new data,74802,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2017-10-28,28/10/2017,2017,Oct,Beach entry 45,MARCUS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Wildlife Released,2017-10-28,28/10/2017,2017,Oct,,,,
new data,74583,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2017-10-19,19/10/2017,2017,Oct,Coolum Beach,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,CNS/neurological  Musculoskeletal,Musculoskeletal: Fracture - spine  CNS/neurological: Paralysis - trauma,,,Euthanised,2017-10-19,19/10/2017,2017,Oct,,,,
new data,74511,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2017-10-18,18/10/2017,2017,Oct,Ormonde Terrace,KINGS BEACH,Sunshine Coast Regional Council,Abnormal animal location   Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2017-10-18,18/10/2017,2017,Oct,,,,
new data,74490,Pricilla,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2017-10-15,15/10/2017,2017,Oct,The Spit  Noosa Heads,NOOSA HEADS,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,CNS/neurological,CNS/neurological: Neurological - other,,,Euthanised,2017-10-28,28/10/2017,2017,Oct,,,,
new data,74141,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2017-10-01,1/10/2017,2017,Oct,Pier 67 Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2017-10-01,1/10/2017,2017,Oct,,,,
new data,73810,,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2017-09-15,15/9/2017,2017,Sep,Access 59 Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Wildlife Released,2017-09-20,20/9/2017,2017,Sep,,,,
new data,73137,Musky,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2017-08-22,22/8/2017,2017,Aug,Lifeguard Tower,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT  Haematopoietic,Haematopoietic: Leukaemia  GIT: Neoplasia - other,,,Euthanised,2017-08-24,24/8/2017,2017,Aug,,,,
new data,73216,,Reptile - Snake - Marine,Spectacled Sea Snake,Unknown,Adult,2017-08-03,3/8/2017,2017,Aug,Gate 98 Marcoola Beach,MARCOOLA,Sunshine Coast Regional Council,Boat Strike,Trauma,CNS/neurological  Ocular,Ocular: Eye injury  CNS/neurological: Neurological - trauma,,,Euthanised,2017-08-03,3/8/2017,2017,Aug,,,,
new data,72966,Sunshine,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2017-07-28,28/7/2017,2017,Jul,Sunshine Beach,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Wildlife Released,2017-07-31,31/7/2017,2017,Jul,,,,
new data,72833,Castaway,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2017-07-13,13/7/2017,2017,Jul,Entrance 91  Castaways Beach,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Gastro-intestinal - other,,,Wildlife Released,2017-07-31,31/7/2017,2017,Jul,,,,
new data,72620,Hendrix,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2017-07-12,12/7/2017,2017,Jul,Sunrise Beach,SUNRISE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma  Infection/Disease,Ocular  Haematopoietic,Ocular: Eye injury  Haematopoietic: Septicaemia,,,Euthanised,2017-07-13,13/7/2017,2017,Jul,,,,
new data,72462,Mackeral,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Subadult,2017-06-13,13/6/2017,2017,Jun,Maroochydore Beach,MAROOCHYDORE,Sunshine Coast Regional Council,Natural predation,Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Unassisted Death,2017-06-14,14/6/2017,2017,Jun,,,,
new data,72453,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Subadult,2017-06-11,11/6/2017,2017,Jun,Unknown,KAWANA BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Trauma - multi-organ,Trauma - multi-organ: Trauma - other,,,DOA,2017-06-11,11/6/2017,2017,Jun,,,,
new data,72394,Slippery Sophie,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Female,Adult,2017-06-06,6/6/2017,2017,Jun,Tickly Park  Coolum Beach,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma  Other,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Wildlife Released,2017-06-15,15/6/2017,2017,Jun,,,,
new data,71626,Sunshine,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Female,Adult,2017-04-20,20/4/2017,2017,Apr,Sunshine beach Lifeguard Tower,SUNSHINE BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma  Infection/Disease,GIT,GIT: Bacterial - other  GIT: Other,,,Euthanised,2017-05-10,10/5/2017,2017,May,,,,
new data,71618,,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Male,Adult,2017-04-17,17/4/2017,2017,Apr,Nth of Dicky beach access 259,DICKY BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal  Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Musculoskeletal: Fracture - ribs  Musculoskeletal: Fracture - skull,,,Euthanised,2017-04-17,17/4/2017,2017,Apr,,,,
new data,71181,,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Juvenile,2017-03-23,23/3/2017,2017,Mar,northern end of Noosa beach,NOOSA HEADS,Sunshine Coast Regional Council,Natural predation,Trauma,Respiratory  Skin/feathers/scales,Respiratory: Other  Respiratory: Pneumonia - other/unknown  Skin/feathers/scales: Soft tissue injury,,,Euthanised,2017-03-23,23/3/2017,2017,Mar,,,,
new data,71121,Jordan,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2017-03-14,14/3/2017,2017,Mar,Access 111 Marcoola Beach,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Neoplasia - other,,,Unassisted Death,2017-03-16,16/3/2017,2017,Mar,,,,
new data,70965,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Juvenile,2017-03-06,6/3/2017,2017,Mar,Mudjimba Beach,MUDJIMBA BEACH,Sunshine Coast Regional Council,Natural predation,Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Euthanised,2017-03-06,6/3/2017,2017,Mar,,,,
new data,70900,,Reptile - Snake - Marine,Stokes Sea Snake,Female,Adult,2017-03-02,2/3/2017,2017,Mar,75 Mile Beach,FRASER ISLAND,Fraser Coast Regional Council,Surrendered/confiscated,Trauma,Ocular,Ocular: Eye injury,,,DOA,2017-03-02,2/3/2017,2017,Mar,,,,
new data,70783,Budda,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2017-02-22,22/2/2017,2017,Feb,Access 216 Buddina,BUDDINA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2017-03-07,7/3/2017,2017,Mar,,,,
new data,70711,,Reptile - Snake - Marine,Dubois Sea Snake,Unknown,Adult,2017-02-18,18/2/2017,2017,Feb,100m north of beach access 50,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,GIT  Musculoskeletal,GIT: Soft tissue injury  Musculoskeletal: Trauma - other,,,Euthanised,2017-02-18,18/2/2017,2017,Feb,,,,
new data,70563,Looby,Reptile - Snake - Marine,Elegant Sea Snake,Male,Adult,2017-02-09,9/2/2017,2017,Feb,Marcoola,MARCOOLA,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Haematopoietic,Haematopoietic: Emaciation/exhaustion  Haematopoietic: Neoplasia - other,,,Euthanised,2017-02-10,10/2/2017,2017,Feb,,,,
new data,70559,Sandy,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2017-02-09,9/2/2017,2017,Feb,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal  Haematopoietic,Musculoskeletal: Fracture - ribs  Haematopoietic: Soft tissue injury,,,Euthanised,2017-02-10,10/2/2017,2017,Feb,,,,
new data,70128,,Reptile - Snake - Marine,Turtle Headed Sea Snake,Unknown,Adult,2017-01-17,17/1/2017,2017,Jan,Moffat Beach surf access 270,MOFFAT BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Unassisted Death,2017-01-18,18/1/2017,2017,Jan,,,,
new data,69965,Viper,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2017-01-09,9/1/2017,2017,Jan,#40 Castaways Beach,CASTAWAYS BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,CNS/neurological,CNS/neurological: Neurological - other,,,Wildlife Released,2017-02-02,2/2/2017,2017,Feb,,,,
new data,68440,Professor X,Reptile - Snake - Marine,Stokes Sea Snake,Unknown,Adult,2017-01-08,8/1/2017,2017,Jan,Peregian Beach,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion  Metabolic/nutritional: Septicaemia,,,Unassisted Death,2017-01-09,9/1/2017,2017,Jan,,,,
new data,68439,Shimmy,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2017-01-07,7/1/2017,2017,Jan,Strimmers Creek Access 69,COOLUM,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Unassisted Death,2017-01-08,8/1/2017,2017,Jan,,,,
new data,69630,,Reptile - Snake - Marine,Turtle Headed Sea Snake,Male,Adult,2016-12-28,28/12/2016,2016,Dec,Shelley Beach,SHELLY BEACH,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Euthanised,2016-12-28,28/12/2016,2016,Dec,,,,
new data,69603,Penny Peregian,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2016-12-27,27/12/2016,2016,Dec,Beach Access 58,PEREGIAN BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Other  NAD,NAD,NAD: NAD,,,Wildlife Released,2017-01-09,9/1/2017,2017,Jan,,,,
new data,69602,Sammy Sunrise,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2016-12-27,27/12/2016,2016,Dec,Beach Access 36 Sunrise Beach,NOOSA HEADS,Sunshine Coast Regional Council,Beach stranding (not floater),Other,Metabolic/nutritional,Metabolic/nutritional: Emaciation/exhaustion,,,Wildlife Released,2017-01-09,9/1/2017,2017,Jan,,,,
new data,69139,Scrubba,Reptile - Snake - Marine,Elegant Sea Snake,Female,Adult,2016-12-11,11/12/2016,2016,Dec,Discovery Beach  Beach Access #115,MUDJIMBA,Sunshine Coast Regional Council,Overt signs of disease,Infection/Disease,Haematopoietic,Haematopoietic: Septicaemia,,,Wildlife Released,2016-12-21,21/12/2016,2016,Dec,,,,
new data,68654,,Reptile - Snake - Marine,Stokes Sea Snake,Unknown,Adult,2016-11-20,20/11/2016,2016,Nov,Beach access 17B,PERIGIAN BEACH,Sunshine Coast Regional Council,Other,Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Unassisted Death,2016-11-20,20/11/2016,2016,Nov,,,,
new data,68108,Scilla,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2016-10-29,29/10/2016,2016,Oct,Alexandra Headland,MOOLOOLAHBA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma  Infection/Disease,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Unassisted Death,2016-10-31,31/10/2016,2016,Oct,,,,
new data,67831,Ursula,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2016-10-21,21/10/2016,2016,Oct,Access 113 Marcoola Beach,MARCOOLA BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Infection/Disease,GIT,GIT: Other,,,Wildlife Released,2016-11-09,9/11/2016,2016,Nov,,,,
new data,67817,Carybdas,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2016-10-17,17/10/2016,2016,Oct,Coolum Beach Life Guard,COOLUM BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Musculoskeletal,Musculoskeletal: Soft tissue injury,,,Wildlife Released,2016-10-28,28/10/2016,2016,Oct,,,,
new data,67854,,Reptile - Snake - Marine,Spectacled Sea Snake,Unknown,Adult,2016-10-15,15/10/2016,2016,Oct,Anzac Avenue,REDCLIFFE,Moreton Bay Regional Council,Abnormal animal location,Other,Trauma - multi-organ,Trauma - multi-organ: Other,,,DOA,2016-10-15,15/10/2016,2016,Oct,,,,
new data,67808,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2016-10-15,15/10/2016,2016,Oct,Exit 44,BOKARINA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Trauma - multi-organ,,,,DOA,2016-10-15,15/10/2016,2016,Oct,,,,
new data,67155,Persephone,Reptile - Snake - Marine,Olive-Headed Sea Snake,Unknown,Adult,2016-09-10,10/9/2016,2016,Sep,access 118 Mudjimba Esplanade,MUDJIMBA,Sunshine Coast Regional Council,Beach stranding (not floater),Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Unassisted Death,2016-09-11,11/9/2016,2016,Sep,,,,
new data,67152,,Reptile - Snake - Marine,Elegant Sea Snake,Unknown,Adult,2016-09-10,10/9/2016,2016,Sep,Castaway Beach access 39,CASTAWAYS BEACH,Sunshine Coast Regional Council,Beach stranding (not floater),NAD,NAD,NAD: NAD,,,Unassisted Death,2016-09-11,11/9/2016,2016,Sep,,,,
new data,67148,Picasso,Reptile - Snake - Marine,Yellow-bellied Sea Snake,Unknown,Subadult,2016-09-10,10/9/2016,2016,Sep,beach access 212,SUNSHINE COAST,Sunshine Coast Regional Council,Natural predation,Trauma,Skin/feathers/scales,Skin/feathers/scales: Soft tissue injury,,,Euthanised,2016-09-30,30/9/2016,2016,Sep,,,,
